tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
3702	Arabidopsis thaliana	832968	0	live	AN3	AT5G28640, ANGUSTIFOLIA 3, ARABIDOPSIS GRF1-INTERACTING FACTOR 1, ATGIF1, F4I4.20, F4I4_20, GIF, GIF1, GRF1-INTERACTING FACTOR, GRF1-INTERACTING FACTOR 1	SSXT family protein			5	NC_003076.8	10647467	10650066	minus	4		
3702	Arabidopsis thaliana	837849	0	live	ATAN11	AT1G12910, ANTHOCYANIN11, F13K23.16, F13K23_16, LIGHT-REGULATED WD 1, LWD1	Transducin/WD40 repeat-like superfamily protein			1	NC_003070.9	4394897	4396291	minus	1		
3702	Arabidopsis thaliana	842669	0	live	EGL3	AT1G63650, ATMYC-2, AtEGL3, EGL1, ENHANCER OF GLABRA 3, F24D7.16, F24D7_16	basic helix-loop-helix (bHLH) DNA-binding superfamily protein			1	NC_003070.9	23599413	23603164	plus	8		
3702	Arabidopsis thaliana	830471	0	live	UGT76C2	AT5G05860, MJJ3.28, MJJ3_28, UDP-glucosyl transferase 76C2	UDP-glucosyl transferase 76C2			5	NC_003076.8	1765390	1767510	plus	2		
3702	Arabidopsis thaliana	820292	0	live	ELO1	AT3G11220, ELONGATA 1	Paxneb protein-like protein			3	NC_003074.8	3513350	3516447	minus	9		
3702	Arabidopsis thaliana	828851	0	live	CIP7	AT4G27430, COP1-interacting protein 7, F27G19.30, F27G19_30	COP1-interacting protein 7			4	NC_003075.7	13718007	13723461	plus	9		
3702	Arabidopsis thaliana	844196	0	live	LZF1	AT1G78600, B-box domain protein 22, BBX22, DBB3, DOUBLE B-BOX 3, SALT TOLERANCE HOMOLOG 3, STH3, T30F21.7, T30F21_7, light-regulated zinc finger protein 1	light-regulated zinc finger protein 1			1	NC_003070.9	29566863	29568931	plus	4		
3702	Arabidopsis thaliana	817382	0	live	ARF10	AT2G28350, T1B3.13, T1B3_13, auxin response factor 10	auxin response factor 10			2	NC_003071.7	12113889	12116957	plus	4		
3702	Arabidopsis thaliana	837610	0	live	ACLA-1	AT1G10670, ATP-citrate lyase A-1, F20B24.11, F20B24_11	ATP-citrate lyase A-1			1	NC_003070.9	3535288	3538439	plus	14		
3702	Arabidopsis thaliana	822473	0	live	AT3G28430	AT3G28430, GFS9, TRANSPARENT TESTA 9, TT9, green fluorescent seed 9	CLEC16A-like protein			3	NC_003074.8	10656979	10662772	minus	21		
3702	Arabidopsis thaliana	839559	0	live	NLA	AT1G02860, BAH1, BENZOIC ACID HYPERSENSITIVE 1, F22D16.14, F22D16_14, nitrogen limitation adaptation	SPX (SYG1/Pho81/XPR1) domain-containing protein			1	NC_003070.9	635144	637262	plus	6		
3702	Arabidopsis thaliana	826600	0	live	ELP6	AT4G10090, F28M11.10, F28M11_10, elongator protein 6	elongator protein 6			4	NC_003075.7	6305320	6307552	plus	5		
3702	Arabidopsis thaliana	818902	0	live	NAC042	AT2G43000, ANAC042, F23E6.1, F23E6_1, JUB1, JUNGBRUNNEN 1, NAC domain containing protein 42, anac042	NAC domain containing protein 42			2	NC_003071.7	17880457	17882636	minus	3		
3702	Arabidopsis thaliana	825072	0	live	TT12	AT3G59030, A. THALIANA TRANSPARENT TESTA, ATTT12, TRANSPARENT TESTA 12	MATE efflux family protein			3	NC_003074.8	21819040	21821440	plus	8		
3702	Arabidopsis thaliana	822159	0	live	BHLH32	AT3G25710, ATAIG1, TARGET OF MONOPTEROS 5, TMO5, basic helix-loop-helix 32	basic helix-loop-helix 32			3	NC_003074.8	9369499	9371487	plus	2		
3702	Arabidopsis thaliana	820117	0	live	RVE8	AT3G09600, AT3G09610, LCL5, LHY-CCA1-LIKE5, REVEILLE 8	Homeodomain-like superfamily protein			3	NC_003074.8	2946239	2949017	plus	8		
3702	Arabidopsis thaliana	837403	0	live	MYB60	AT1G08810, AtMYB60, F22O13.30, F22O13_30, myb domain protein 60	myb domain protein 60			1	NC_003070.9	2819065	2820478	minus	3		
3702	Arabidopsis thaliana	830765	0	live	FLS1	AT5G08640, ATFLS1, FLAVONOL SYNTHASE, FLS, T2K12.5, flavonol synthase 1	flavonol synthase 1			5	NC_003076.8	2803833	2805606	plus	4		
3702	Arabidopsis thaliana	831147	0	live	WRKY75	AT5G13080, ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 75, ATWRKY75, T19L5.40, T19L5_40, WRKY DNA-binding protein 75	WRKY DNA-binding protein 75			5	NC_003076.8	4149738	4151201	minus	2		
3702	Arabidopsis thaliana	822623	0	live	AT5MAT	AT3G29590	HXXXD-type acyl-transferase family protein			3	NC_003074.8	11398592	11400332	minus	1		
3702	Arabidopsis thaliana	3768181	0	live	MIR160a	AT2G39175, FOC, MICRORNA 160, MIR160, MIR160A, floral organs in carpels, microRNA160A, p_MI0000190	ncRNA			2	NC_003071.7	16340279	16340363	plus	1		
3702	Arabidopsis thaliana	816830	0	live	SNG1	AT2G22990, MALATE SINAPOYLTRANSFERASE, SCPL8, SERINE CARBOXYPEPTIDASE-LIKE 8, T20K9.18, sinapoylglucose 1	sinapoylglucose 1			2	NC_003071.7	9786087	9790335	plus	14		
3702	Arabidopsis thaliana	818820	0	live	SPL9	AT2G42200, AtSPL9, T24P15.11, T24P15_11, squamosa promoter binding protein-like 9	squamosa promoter binding protein-like 9			2	NC_003071.7	17587169	17589671	plus	3		
29760	Vitis vinifera	100233099	0	live	UFGT	VIT_00024419001, AlUFGT1, AlUFGT2, FlUFGT1, FlUFGT2, ITUFGT1, ITUFGT2, RUUFGT1, RUUFGT2, VVGT1	anthocyanidin 3-O-glucosyltransferase 2	anthocyanidin 3-O-glucosyltransferase 2|3-O-glucsyltransferase|UDP glucose:flavonoid 3-o-glucosyltransferase|UDP-glucose flavonoid 3-O-glucosyltransferase|UDP-glucose:flavonoid 3-O-glucosyltransferas|UDP-glucose:flavonoid 3-O-gluocsyltransferase|UDP-glucose:flavonoid 3-O-gucoslyltransferase|VITISV_008354|flavonol 3-O-glucosyltransferase		16	NC_012022.3	2333144	2334712	minus	2		
3702	Arabidopsis thaliana	817695	0	live	AT2G31370	AT2G31370, PosF21, T28P16.14, T28P16_14	Basic-leucine zipper (bZIP) transcription factor family protein			2	NC_003071.7	13378929	13381761	plus	6		
3702	Arabidopsis thaliana	843337	0	live	AT1G70000	AT1G70000, F20P5.26, F20P5_26	myb-like transcription factor family protein			1	NC_003070.9	26362979	26364878	minus	4		
3702	Arabidopsis thaliana	831568	0	live	UGT78D2	AT5G17050, F2K13.200, F2K13_200, UDP-glucosyl transferase 78D2	UDP-glucosyl transferase 78D2			5	NC_003076.8	5607788	5609589	minus	2		
3702	Arabidopsis thaliana	836244	0	live	ANK6	AT5G61230, MAF19.22, MAF19_22, PIA2, ankyrin repeat protein 6, phytochrome interacting ankyrin-repeat protein 2	Ankyrin repeat family protein			5	NC_003076.8	24627187	24628968	plus	2		
3702	Arabidopsis thaliana	828669	0	live	DTX35	AT4G25640, ATDTX35, FFT, FLOWER FLAVONOID TRANSPORTER, L73G19.20, L73G19_20, detoxifying efflux carrier 35	detoxifying efflux carrier 35			4	NC_003075.7	13076444	13079256	minus	8		
4577	Zea mays	100101514	0	live	C1	C1-B73, C1-I, c1-I-2K1	myb-related protein c1-I-2K1	anthocyanin regulatory C1 protein									
3702	Arabidopsis thaliana	836538	0	live	AT5G64170	AT5G64170, LNK1, MHJ24.1, MHJ24_1, night light-inducible and clock-regulated 1	dentin sialophosphoprotein-like protein			5	NC_003076.8	25672466	25676823	minus	8		
3702	Arabidopsis thaliana	820179	0	live	DFC	AT3G10160, A. THALIANA DHFS-FPGS HOMOLOG C, ATDFC, DHFS-FPGS homolog C, FPGS2, folylpolyglutamate synthetase 2	DHFS-FPGS homolog C			3	NC_003074.8	3139383	3144615	minus	17		
3702	Arabidopsis thaliana	3771452	0	live	MIR160c	AT5G46845, MICRORNA 160, MIR160, MIR160C, microRNA160C, p_MI0000192	ncRNA			5	NC_003076.8	19009094	19009182	minus	1		
3702	Arabidopsis thaliana	3770127	0	live	MIR160b	AT4G17788, MICRORNA 160, MIR160, MIR160B, microRNA160B, p_MI0000191	ncRNA			4	NC_003075.7	9888982	9889070	plus	1		
3702	Arabidopsis thaliana	841218	0	live	MYB112	AT1G48000, AtMYB112, T2J15.9, T2J15_9, TRANSCRIPTION FACTOR MYB112, myb domain protein 112	myb domain protein 112			1	NC_003070.9	17704132	17706460	minus	3		
3702	Arabidopsis thaliana	816831	0	live	scpl10	AT2G23000, F21P24.6, F21P24_6, serine carboxypeptidase-like 10	serine carboxypeptidase-like 10			2	NC_003071.7	9792166	9796408	plus	15		
3750	Malus domestica	103444678	0	live	MYB1		transcription factor MYB86-like	transcription factor MYB86-like|MYB domain class transcription factor|Myb transcription factor|transcription factor MYB1		1	NC_024239.1	28936914	28939687	plus	2		
4577	Zea mays	542540	0	live	lpa1	ZEAMMB73_Zm00001d028180, GRMZM2G155242, INO1	low phytic acid 1	inositol-3-phosphate synthase|IPS|MI-1-P synthase|MIP synthase|biosynthetic enzyme|low phytic acid1|myo-inositol 1-phosphate synthase|myo-inositol phosphate synthase		1	NC_024459.2	25632868	25636485	plus	10		
3760	Prunus persica	18875493	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Amygdalus persica; Persica vulgaris; Prunus persica var densa; peach).										
4577	Zea mays	542352	0	live	prp4	ZEAMMB73_Zm00001d018738, GRMZM2G465226, PR-1	pathogenesis related protein 4	pathogenesis related protein 4|PR1|pathogeneis protein 1|pathogenesis related protein-1|pathogenesis-related protein class I		7	NC_024465.2	3653592	3654276	plus	1		
3702	Arabidopsis thaliana	838256	0	live	AT1G16850	AT1G16850, F17F16.17	transmembrane protein			1	NC_003070.9	5764807	5765798	minus	2		
3702	Arabidopsis thaliana	822646	0	live	AT3G29680	AT3G29680	HXXXD-type acyl-transferase family protein			3	NC_003074.8	11531353	11533028	minus	1		
4577	Zea mays	541743	0	live	LOC541743	ZEAMMB73_Zm00001d043611, GRMZM2G167829	myb-related protein Zm38-like	anthocyanin regulatory C1 protein-like|myb-related protein Zm38-like|R2R3MYB-domain protein		3	NC_024461.2	205136838	205138713	minus	3		
28532	Tarenaya hassleriana	104800992	0	live	LOC104800992		transcription factor GAMYB-like	anthocyanin regulatory C1 protein-like|transcription factor GAMYB-like		Un							
3555	Beta vulgaris subsp. vulgaris	22579896	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Beta vulgaris Sugar Beet Group; Beta vulgaris subsp. vulgaris var. altissima; Beta vulgaris var. altissima; Beta vulgaris var. saccharifera; Swiss chard; field beet; garden beet; spinach chard; sugar beet; table beet).										
29760	Vitis vinifera	7318371	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Vitis vinifera subsp. vinifera; wine grape).										
4530	Oryza sativa	3974662	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (red rice; rice).										
29760	Vitis vinifera	100233087	0	live	LOC100233087	VIT_00031715001, CCOAMT, CCOAOMT	caffeoyl-CoA O-methyltransferase	caffeoyl-CoA O-methyltransferase|Trans-caffeoyl-CoA 3-O-methyltransferase		3	NC_012009.3	3733899	3735219	minus	5		
3880	Medicago truncatula	11438181	0	live	MTR_4g115970	MTR_4g115970	vacuolar H+-translocating inorganic pyrophosphatase			4	NC_016410.2	47932606	47937854	plus	9		
29760	Vitis vinifera	100232976	0	live	GST4	VIT_00035256001	glutathione S-transferase	glutathione S-transferase		4	NC_012010.3	11505149	11507244	minus	3		
29760	Vitis vinifera	100233098	0	live	LOC100233098	VIT_00022659001, MybA3, VVMYBA1, VvmybA3, mybA, mybA1	transcription factor MYB90	transcription factor MYB90|R2R3 MYB transcription factor|myb-related transcription factor VvMYBA1|myb-related transcription factor VvMYBA3|transcription factor MYBA1|transcription factor MYBA3|transcription factor MybA	2	2	NC_012008.3	14239789	14240887	minus	3		
4081	Solanum lycopersicum	101254527	0	live	LOC101254527	AH, SlAN1	bHLH transcription factor AH	basic helix-loop-helix protein A|truncated basic helix-loop-helix protein A		9	NC_015446.2	62949153	62957153	plus	10		
4565	Triticum aestivum	100873144	0	live	LOC100873144		R2R3-MYB protein										
4558	Sorghum bicolor	8081981	0	live	SORBIDRAFT_04g035790	SORBIDRAFT_04g035790, Sb04g035790	hypothetical protein			4	NC_012873.1	65666480	65667886	minus	1		
4558	Sorghum bicolor	8080894	0	live	SORBIDRAFT_07g004730	SORBIDRAFT_07g004730, Sb07g004730	hypothetical protein			7	NC_012876.1	6270751	6274903	plus	2		
4558	Sorghum bicolor	8079337	0	live	SORBIDRAFT_10g023070	SORBIDRAFT_10g023070, Sb10g023070	hypothetical protein			10	NC_012879.1	51433898	51435376	minus	1		
4558	Sorghum bicolor	8076027	0	live	SORBIDRAFT_04g031730	SORBIDRAFT_04g031730, Sb04g031730	hypothetical protein			4	NC_012873.1	61667040	61668067	plus	1		
4558	Sorghum bicolor	8065052	0	live	SORBIDRAFT_10g023120	SORBIDRAFT_10g023120, Sb10g023120	hypothetical protein			10	NC_012879.1	51494209	51495750	minus	1		
4558	Sorghum bicolor	8060574	0	live	SORBIDRAFT_07g025600	SORBIDRAFT_07g025600, Sb07g025600	hypothetical protein			7	NC_012876.1	60695634	60699440	plus	11		
4558	Sorghum bicolor	8058996	0	live	SORBIDRAFT_02g029720	SORBIDRAFT_02g029720, Sb02g029720	hypothetical protein			2	NC_012871.1	64805142	64808928	minus	11		
29760	Vitis vinifera	100853472	0	live	LOC100853472	MybA1, MybA3, VvmybA3, mybA	transcription factor MYB113-like	transcription factor MYB113-like|MYB-like protein|myb-related transcription factor VvMYBA3|transcription factor MYBA3|transcription factor MybA		2	NC_012008.3	14308523	14309283	minus	3		
3711	Brassica rapa	103865111	0	live	LOC103865111		myb-related protein Myb4	myb-related protein Myb4		A4	NC_024798.1	14022388	14023972	minus	3		
3750	Malus domestica	103436897	0	live	LOC103436897	BHLH2	transcription factor MYC2	transcription factor MYC2|BHLH domain class transcription factor		6	NC_024244.1	4122647	4125286	minus	1		
3760	Prunus persica	18793268	0	live	LOC18793268	Peace	transcription repressor MYB6	transcription repressor MYB6|R2R3 Myb transcription factor		G1	NC_034009.1	35635448	35636845	minus	3		
3760	Prunus persica	18785045	0	live	LOC18785045	UFGT	anthocyanidin 3-O-glucosyltransferase 2	anthocyanidin 3-O-glucosyltransferase 2		G2	NC_034010.1	30032857	30034639	plus	2		
81972	Arabidopsis lyrata subsp. lyrata	9323095	0	live	ARALYDRAFT_475739	ARALYDRAFT_475739	hypothetical protein			Unknown							
4081	Solanum lycopersicum	101255305	0	live	LOC101255305		transcription factor MYB48-like	transcription factor MYB48-like		6	NC_015443.2	47019110	47020683	minus	3		
4558	Sorghum bicolor	8077322	0	live	SORBIDRAFT_10g006700	SORBIDRAFT_10g006700, Sb10g006700	hypothetical protein			10	NC_012879.1	6330484	6331579	plus	3		
4558	Sorghum bicolor	8070731	0	live	SORBIDRAFT_10g003150	SORBIDRAFT_10g003150, Sb10g003150	hypothetical protein			10	NC_012879.1	2776984	2778544	minus	3		
4558	Sorghum bicolor	8058539	0	live	SORBIDRAFT_05g003120	SORBIDRAFT_05g003120, Sb05g003120	hypothetical protein			5	NC_012874.1	3466723	3471180	minus	2		
3750	Malus domestica	19590976	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Malus communis; Malus pumila auct.; Malus pumila var. domestica; Malus sylvestris var. domestica; Malus x domestica; Pyrus malus; apple; apple tree; cultivated apple).										
57918	Fragaria vesca	15042138	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (European strawberry; alpine strawberry; wild strawberry; wood strawberry).										
4558	Sorghum bicolor	8094954	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Andropogon sorghum; Sorghum bicolor milo; Sorghum bicolor subsp. bicolor; Sorghum nervosum; Sorghum saccharatum; Sorghum vulgare; Sorghum_bicolor; broomcorn; milo; sorghum).										
3880	Medicago truncatula	6457018	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Medicago_truncatula; barrel medic).										
4081	Solanum lycopersicum	3760026	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Lycopersicon esculentum; Lycopersicon esculentum var. esculentum; Lycopersicon lycopersicum; Lycopersicum esculentum; Solanum esculentum; Solanum lycopersicon; tomato).										
39947	Oryza sativa Japonica Group	2829419	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Japanese rice; Japonica rice; Oryza sativa (japonica culticar-group); Oryza sativa (japonica cultivar-group); Oryza sativa japonica; Oryza sativa ssp. japonica; Oryza sativa subsp. japonica).										
